,01,02,03,04,05,06
case01,0.9527146220207214,0.9501201510429382,0.9518948793411255,0.9617473483085632,0.9046596884727478,0.9583373069763184
case02,0.8822826743125916,0.8842897415161133,0.8097607493400574,0.8296306133270264,0.8314845561981201,0.8658077120780945
case03,0.8543479442596436,0.8898500204086304,0.8493024110794067,0.7725109457969666,0.8621921539306641,0.7852724194526672
case04,0.9175740480422974,0.8426615595817566,0.9197275042533875,0.9063775539398193,0.884537935256958,0.8374109268188477
case05,0.956813633441925,0.9545515775680542,0.9469075202941895,0.9063202738761902,0.9312030076980591,0.9150939583778381
case06,0.9500631093978882,0.9071325659751892,0.8904826045036316,0.940257728099823,0.9312238097190857,0.8992483615875244
case07,0.9052504897117615,0.7925518751144409,0.8545905947685242,0.8988027572631836,0.8637380599975586,0.8861783742904663
case08,0.854900062084198,0.9171255230903625,0.8183902502059937,0.8850031495094299,0.8621903657913208,0.8063055872917175
case10,0.922951340675354,0.8975375294685364,0.8688053488731384,0.8834343552589417,0.8693874478340149,0.8775954842567444
case11,0.9533327221870422,0.8316966891288757,0.8993557095527649,0.9075667262077332,0.9004615545272827,0.8642973303794861
