,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
case23,0.6466179490089417,0.6650869846343994,0.6650869846343994,0.6704940795898438,0.6704940795898438,0.6609927415847778,0.66290682554245,0.66290682554245,0.6331900954246521
case24,0.839134693145752,0.8936187624931335,0.8936187624931335,0.9197021722793579,0.9197021722793579,0.9261701703071594,0.9222584962844849,0.9222584962844849,0.9245446920394897
case25,0.9183430075645447,0.9414759278297424,0.9414759278297424,0.9415842890739441,0.9415842890739441,0.9276061654090881,0.9098877310752869,0.9098877310752869,0.8773593306541443
case26,0.9550613760948181,0.9623881578445435,0.9623881578445435,0.9621709585189819,0.9621709585189819,0.9591636061668396,0.9538508653640747,0.9538508653640747,0.9319460988044739
case27,0.8225076794624329,0.8705798387527466,0.8705798387527466,0.9103205800056458,0.9103205800056458,0.9211022257804871,0.9216479659080505,0.9216479659080505,0.8592566847801208
case28,0.7611103653907776,0.8534135222434998,0.8534135222434998,0.9063064455986023,0.9063064455986023,0.9013460874557495,0.9069147109985352,0.9069147109985352,0.905916690826416
case29,0.5063047409057617,0.6345989108085632,0.6345989108085632,0.7046451568603516,0.7046451568603516,0.7431409955024719,0.8011168837547302,0.8011168837547302,0.8309990763664246
case30,0.9511717557907104,0.9509836435317993,0.9509836435317993,0.953383207321167,0.953383207321167,0.942341685295105,0.9208784699440002,0.9208784699440002,0.9040860533714294
case31,0.6727842688560486,0.7406379580497742,0.7406379580497742,0.7776892185211182,0.7776892185211182,0.7926797270774841,0.8000597953796387,0.8000597953796387,0.8023161888122559
case32,0.9520359635353088,0.9685291051864624,0.9685291051864624,0.9671767354011536,0.9671767354011536,0.9552803635597229,0.9423004388809204,0.9423004388809204,0.9044963121414185
case33,0.853281557559967,0.836625337600708,0.836625337600708,0.8192867040634155,0.8192867040634155,0.8027915954589844,0.7860422730445862,0.7860422730445862,0.7025095224380493
